"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","2032225000","Manufacturing of metal motor vehicle seat frames","00","Total for all sectors","All establishments","50","1,871,487","100.0","40% to less than 50%","32.6"
"United States","2017","2032250000","Manufacturing of leather, hides, and skins, finished and unfinished","00","Total for all sectors","All establishments","525","3,337,740","100.0","Less than 10%","0.1"
"United States","2017","2032275000","Manufacturing of tempered glass for automotive purposes","00","Total for all sectors","All establishments","57","1,194,748","100.0","Less than 10%","17.0"
"United States","2017","2032300000","Manufacturing of machine-made pressed and blown lighting, automotive, and electronic glassware","00","Total for all sectors","All establishments","17","194,874","100.0","50% to less than 60%","36.0"
"United States","2017","2032325000","Manufacturing of lighting, automotive, and electronic glassware","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032350000","Manufacturing of precision turned products, automotive","00","Total for all sectors","All establishments","1,627","5,084,687","100.0","20% to less than 30%","3.4"
"United States","2017","2032375000","Manufacturing of automotive audio equipment (excluding speakers)","00","Total for all sectors","All establishments","18","449,051","100.0","10% to less than 20%","6.0"
"United States","2017","2032400000","Manufacturing of speakers for automobiles","00","Total for all sectors","All establishments","17","104,384","100.0","Less than 10%","8.2"
"United States","2017","2032425000","Manufacturing of motor vehicle air bag assemblies and parts, new","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032450000","Manufacturing of aircraft landing gear for civilian and military aircraft","00","Total for all sectors","All establishments","87","1,441,503","100.0","Less than 10%","3.4"
"United States","2017","2032475000","Manufacturing of other aircraft subassemblies and parts for military aircraft (including other aircraft built to military specifications)","00","Total for all sectors","All establishments","383","4,950,444","100.0","10% to less than 20%","3.1"
"United States","2017","2032500000","Manufacturing of other aircraft subassemblies and parts for civilian aircraft","00","Total for all sectors","All establishments","785","30,407,007","100.0","Less than 10%","0.6"
"United States","2017","2032525000","Manufacturing of missile and space vehicle components, parts, and subassemblies for U.S. Government nonmilitary customers","00","Total for all sectors","All establishments","17","178,271","100.0","20% to less than 30%","14.1"
"United States","2017","2032550000","Manufacturing of missile and space vehicle components, parts, and subassemblies for other customers","00","Total for all sectors","All establishments","19","312,068","100.0","10% to less than 20%","31.3"
"United States","2017","2032575000","Manufacturing of missile and space vehicle components, parts, and subassemblies for U.S. Government military customers","00","Total for all sectors","All establishments","30","857,858","100.0","30% to less than 40%","12.3"
"United States","2017","2032600000","Manufacturing of product finishes for original equipment manufacturers (OEM), excluding marine coatings","00","Total for all sectors","All establishments","655","5,913,979","100.0","30% to less than 40%","5.7"
"United States","2017","2032625000","Manufacturing of custom roll formed products (carbon, stainless, and alloy steel), aluminum and other metal, for machinery and transportation equipment","00","Total for all sectors","All establishments","392","2,055,215","100.0","10% to less than 20%","2.8"
"United States","2017","2032650000","Manufacturing of motor vehicle hardware (lock units, door and window handles, window regulators, hinges, license plate brackets, etc.)","00","Total for all sectors","All establishments","109","2,125,619","100.0","10% to less than 20%","8.9"
"United States","2017","2032675000","Manufacturing of other transportation equipment hardware (excluding motor vehicle hardware)","00","Total for all sectors","All establishments","171","573,064","100.0","40% to less than 50%","24.7"
"United States","2017","2032700000","Manufacturing of other wire springs","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032725000","Manufacturing of precision turned products (made on CNC equipment or screw machines), excluding automotive","00","Total for all sectors","All establishments","7,496","12,999,249","100.0","20% to less than 30%","1.3"
"United States","2017","2032750000","Manufacturing of parts for bicycles, unicycles, and adult tricycles","00","Total for all sectors","All establishments","122","423,341","100.0","10% to less than 20%","14.8"
"United States","2017","2032775000","Manufacturing of parts for self-propelled golf carts and industrial in-plant personnel carriers","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032800000","Manufacturing of parts for all-terrain vehicles","00","Total for all sectors","All establishments","84","355,880","100.0","10% to less than 20%","10.7"
"United States","2017","2032810000","Manufacturing of parts for metal degreasing machines","00","Total for all sectors","All establishments","8","8,790","100.0","Less than 10%","0.6"
"United States","2017","2032815000","Manufacturing of parts for self-propelled weapons, tanks, and other full-tracked combat vehicles and armored utility vehicles","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032825000","Manufacturing of electrical and electronic fabricated plastics (excluding foam and reinforced plastics)","00","Total for all sectors","All establishments","414","2,339,816","100.0","20% to less than 30%","9.5"
"United States","2017","2032850000","Manufacturing of electrical and electronic reinforced and fiberglass plastics products","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032875000","Manufacturing of blankets (flexible) (including fabricated pieces, rolls, and batts)","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032900000","Manufacturing of special-purpose mineral wool for industrial, equipment, and appliance insulation pieces (special-purpose automotive, appliance, aerospace items and original equipment parts)","00","Total for all sectors","All establishments","40","456,387","100.0","Less than 10%","0.1"
"United States","2017","2032925000","Manufacturing of other mineral wool for industrial equipment and appliance insulation, excluding blankets and special-purpose mineral wool","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2032950000","Manufacturing of aluminum insulated wire and cable, including apparatus and magnet wire","00","Total for all sectors","All establishments","13","857,300","100.0","Less than 10%","0.1"
"United States","2017","2032975000","Manufacturing of copper wire, bare and tinned (nonelectrical)","00","Total for all sectors","All establishments","34","909,498","100.0","Less than 10%","2.2"
"United States","2017","2033025000","Manufacturing of bare copper wire for electrical transmission","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2033050000","Manufacturing of other copper and copper-base alloy wire, strand, and cable","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2033075000","Manufacturing of copper wire and cable, including apparatus wire, cord, and flexible cord sets","00","Total for all sectors","All establishments","231","7,232,015","100.0","Less than 10%","5.0"
"United States","2017","2033100000","Manufacturing of copper magnet wire","00","Total for all sectors","All establishments","10","674,621","100.0","Less than 10%","0.0"
"United States","2017","2033150000","Manufacturing of apparatus wire and cord and flexible cord sets (excluding aluminum, copper, wiring harnesses, and fiber optic)","00","Total for all sectors","All establishments","26","244,064 (s)","100.0","10% to less than 20%","77.9"
"United States","2017","2033175000","Manufacturing of magnet wire (excluding aluminum and copper)","00","Total for all sectors","All establishments","6","20,735","100.0","10% to less than 20%","2.7"
"United States","2017","2033200000","Manufacturing of electronic wire and cable, made of nonferrous metals","00","Total for all sectors","All establishments","152","2,600,638","100.0","20% to less than 30%","3.9"
"United States","2017","2033210000","Manufacturing of nickel and nickel alloy wire","00","Total for all sectors","All establishments","44","129,370","100.0","Less than 10%","2.1"
"United States","2017","2033215000","Manufacturing of all other nonferrous miscellaneous fabricated wire products","00","Total for all sectors","All establishments","167","918,306","100.0","10% to less than 20%","8.7"
"United States","2017","2033220000","Manufacturing of nonferrous wire cloth and other nonferrous woven wire products","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2033223000","Manufacturing of other nonferrous wire (excluding copper, aluminum, nickel, and precious metals), including insulated wire and cable","00","Total for all sectors","All establishments","43","179,350","100.0","10% to less than 20%","3.6"
"United States","2017","2033225000","Manufacturing of other insulated wire and cable, including automotive, and control and signal wire and cable, made of nonferrous metals","00","Total for all sectors","All establishments","109","1,232,512","100.0","10% to less than 20%","5.3"
"United States","2017","2033425000","Manufacturing of steel sheet metal computer and peripheral equipment enclosures","00","Total for all sectors","All establishments","743","1,994,465","100.0","40% to less than 50%","9.7"
"United States","2017","2033450000","Manufacturing of aluminum sheet metal computer and peripheral equipment enclosures","00","Total for all sectors","All establishments","417","441,795","100.0","30% to less than 40%","15.4"
"United States","2017","2033475000","Manufacturing of other sheet metal electronic enclosures (excluding computers), including machine and motor housings, panels, and guards (steel and aluminum)","00","Total for all sectors","All establishments","847","1,808,116","100.0","30% to less than 40%","8.2"
"United States","2017","2033500000","Manufacturing of metal electronic enclosures (stamped and pressed), excluding computer stampings","00","Total for all sectors","All establishments","160","433,431","100.0","10% to less than 20%","7.1"
"United States","2017","2033525000","Manufacturing of wood cabinets, television, audio, and sewing machine, used as housings","00","Total for all sectors","All establishments","1,183","731,797","100.0","40% to less than 50%","7.5"
"United States","2017","2033550000","Manufacturing of electron tubes and parts, excluding glass blanks","00","Total for all sectors","All establishments","54","445,842","100.0","10% to less than 20%","5.1"
"United States","2017","2033575000","Manufacturing of microprocessors","00","Total for all sectors","All establishments","73","21,287,066","100.0","Less than 10%","0.2"
"United States","2017","2033600000","Manufacturing of memory","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2033625000","Manufacturing of other integrated circuit packages","00","Total for all sectors","All establishments","115","7,647,083","100.0","Less than 10%","0.8"
"United States","2017","2033650000","Manufacturing of transistors","00","Total for all sectors","All establishments","38","1,472,564","100.0","Less than 10%","1.7"
"United States","2017","2033675000","Manufacturing of diodes and rectifiers","00","Total for all sectors","All establishments","78","635,369","100.0","10% to less than 20%","3.6"
"United States","2017","2033700000","Manufacturing of other semiconductor devices, including semiconductor parts such as chips, wafers, and heat sinks","00","Total for all sectors","All establishments","515","15,869,313","100.0","Less than 10%","0.6"
"United States","2017","2033725000","Manufacturing of capacitors for electronic circuitry","00","Total for all sectors","All establishments","100","1,074,440","100.0","Less than 10%","2.3"
"United States","2017","2033750000","Manufacturing of resistors for electronic circuitry","00","Total for all sectors","All establishments","69","445,383","100.0","10% to less than 20%","6.1"
"United States","2017","2033775000","Manufacturing of electronic coils, transformers, and other inductors","00","Total for all sectors","All establishments","289","2,149,111","100.0","10% to less than 20%","6.4"
"United States","2017","2033800000","Manufacturing of electronic connectors, including parts","00","Total for all sectors","All establishments","223","5,143,922","100.0","Less than 10%","0.2"
"United States","2017","2033825000","Manufacturing of crystals, filters, piezoelectric, and other related electronic devices (excluding microwave filters)","00","Total for all sectors","All establishments","96","1,085,548","100.0","Less than 10%","2.8"
"United States","2017","2033850000","Manufacturing of all other miscellaneous transducers, including electrical-electronic input/output transducers","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2033875000","Manufacturing of switches, mechanical, for electronic circuitry","00","Total for all sectors","All establishments","111","772,956","100.0","10% to less than 20%","4.5"
"United States","2017","2033900000","Manufacturing of microwave components and devices, excluding antennae, tubes, and semiconductors","00","Total for all sectors","All establishments","217","1,688,533","100.0","10% to less than 20%","3.0"
"United States","2017","2033925000","Manufacturing of all other miscellaneous electronic components","00","Total for all sectors","All establishments","818","6,391,544","100.0","10% to less than 20%","1.6"
"United States","2017","2033950000","Manufacturing of relays for electronic circuitry, industrial control overload, and switchgear-type","00","Total for all sectors","All establishments","267","1,807,681","100.0","30% to less than 40%","18.6"
"United States","2017","2033975000","Manufacturing of specific-purpose industrial controls","00","Total for all sectors","All establishments","466","2,560,992","100.0","30% to less than 40%","15.3"
"United States","2017","2034000000","Manufacturing of general-purpose industrial controls","00","Total for all sectors","All establishments","485","4,673,162","100.0","20% to less than 30%","8.9"
"United States","2017","2034025000","Manufacturing of laser sources, including nondiode and diode","00","Total for all sectors","All establishments","44","921,727","100.0","50% to less than 60%","39.0"
"United States","2017","2034050000","Manufacturing of laser systems and equipment, all other types","00","Total for all sectors","All establishments","96","2,109,431","100.0","10% to less than 20%","19.4"
"United States","2017","2034075000","Manufacturing of chemical, technical, and industrial pottery ware and all other pottery products, including pyrometric cones, veritas rings, etc.","00","Total for all sectors","All establishments","47","104,015","100.0","50% to less than 60%","32.0"
"United States","2017","2034100000","Manufacturing of all wet and dry process voltage porcelain products and components, including steatite electrical products and other ceramic electrical products and components for electronic applications","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2034125000","Manufacturing of accessories for computer peripheral equipment","00","Total for all sectors","All establishments","69","1,222,722","100.0","Less than 10%","1.7"
"United States","2017","2034150000","Manufacturing of parts, components, and subassemblies for telephone switching equipment","00","Total for all sectors","All establishments","8","5,408","100.0","Less than 10%","0.7"
"United States","2017","2034160000","Manufacturing of parts, components, and subassemblies for wireline voice and data network equipment","00","Total for all sectors","All establishments","26","142,384","100.0","Less than 10%","0.5"
"United States","2017","2034170000","Manufacturing of parts and accessories for broadcast, studio, and related electronic equipment","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2034172000","Manufacturing of parts for semiconductor manufacturing machinery, including packaging equipment","00","Total for all sectors","All establishments","54","839,120","100.0","Less than 10%","1.4"
"United States","2017","2034175000","Manufacturing of electric bells (gongs, chimes, etc.) and electrical door openers, excluding garage","00","Total for all sectors","All establishments","13","70,386 (s)","100.0","30% to less than 40%","46.4"
"United States","2017","2034200000","Manufacturing of permanent magnets, excluding ceramic permanent magnets","00","Total for all sectors","All establishments","62","255,585 (s)","100.0","20% to less than 30%","50.1"
"United States","2017","2034225000","Manufacturing of commercial timing mechanisms, watch and clock parts","00","Total for all sectors","All establishments","22","101,442 (s)","100.0","40% to less than 50%","55.6"
"United States","2017","2034250000","Manufacturing of wood handles","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2034275000","Manufacturing of wood dowels and dowel pins (planed or sanded, grooved, or otherwise advanced in condition)","00","Total for all sectors","All establishments","50","25,387","100.0","30% to less than 40%","27.9"
"United States","2017","2034300000","Manufacturing of miscellaneous hardware (excluding automotive, construction, and household appliance)","00","Total for all sectors","All establishments","95","607,790","100.0","30% to less than 40%","25.8"
"United States","2017","2034325000","Manufacturing of parts for surgical and medical apparatus and instruments","00","Total for all sectors","All establishments","229","1,892,113","100.0","10% to less than 20%","15.2"
"United States","2017","2034350000","Manufacturing of ophthalmic focal lenses, prescription, ground, excluding retailing prescription eyeglasses in combination with the grinding of the eyeglass lenses to order on the premises","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2034375000","Manufacturing of jewelers' findings and materials, precious metal (excluding gold, platinum, and silver plated to nonprecious metal)","00","Total for all sectors","All establishments","183","164,780","100.0","Less than 10%","5.9"
"United States","2017","2034400000","Manufacturing of other jewelers' findings and materials, including gold, platinum, and silver plated to nonprecious metal","00","Total for all sectors","All establishments","175","248,459","100.0","Less than 10%","2.7"
"United States","2017","2034425000","Manufacturing of finished wood moldings for mirrors and pictures","00","Total for all sectors","All establishments","116","72,154","100.0","20% to less than 30%","26.6"
"United States","2017","2034450000","Manufacturing of chicken and turkey feed, supplements, concentrates, and premixes","00","Total for all sectors","All establishments","899","10,499,022","100.0","10% to less than 20%","2.2"
"United States","2017","2034475000","Manufacturing of complete dairy cattle feed, supplements, concentrates, and premixes","00","Total for all sectors","All establishments","819","5,631,835","100.0","10% to less than 20%","3.8"
"United States","2017","2034500000","Manufacturing of complete swine feed, supplements, concentrates, and premixes","00","Total for all sectors","All establishments","873","4,452,251","100.0","10% to less than 20%","3.4"
"United States","2017","2034525000","Manufacturing of complete beef cattle feed, supplements, concentrates, and premixes","00","Total for all sectors","All establishments","930","3,883,742","100.0","20% to less than 30%","2.9"
"United States","2017","2034550000","Manufacturing of other poultry and livestock feed","00","Total for all sectors","All establishments","854","3,388,070","100.0","30% to less than 40%","5.7"
"United States","2017","2034575000","Manufacturing of other prepared animal feeds, including feeding materials and adjuncts","00","Total for all sectors","All establishments","367","2,154,982","100.0","10% to less than 20%","6.0"
"United States","2017","2034600000","Manufacturing of specialty fur animal (mink, fox, rabbit, etc.) feed","00","Total for all sectors","All establishments","215","114,828","100.0","20% to less than 30%","12.8"
"United States","2017","2034625000","Manufacturing of synthetic ammonia, nitric acid, and ammonium compounds","00","Total for all sectors","All establishments","101","4,641,304","100.0","10% to less than 20%","1.8"
"United States","2017","2034650000","Manufacturing of urea","00","Total for all sectors","All establishments","44","1,163,943","100.0","Less than 10%","0.9"
"United States","2017","2034675000","Manufacturing of fertilizer materials of organic origin, including activated sewage sludge, processed tankage, and other natural fertilizer materials","00","Total for all sectors","All establishments","129","831,750","100.0","60% to less than 70%","8.3"
"United States","2017","2034700000","Manufacturing of superphosphates and other phosphatic fertilizer materials","00","Total for all sectors","All establishments","31","2,716,042","100.0","Less than 10%","0.6"
"United States","2017","2034725000","Manufacturing of mixed fertilizers, dry","00","Total for all sectors","All establishments","360","3,507,568","100.0","20% to less than 30%","3.8"
"United States","2017","2034750000","Manufacturing of mixed fertilizers, liquid","00","Total for all sectors","All establishments","184","1,603,194","100.0","20% to less than 30%","5.9"
"United States","2017","2034775000","Manufacturing of compost","00","Total for all sectors","All establishments","169","669,366","100.0","60% to less than 70%","22.1"
"United States","2017","2034825000","Manufacturing of bulk pesticides and other bulk synthetic organic agricultural chemicals, excluding preparations","00","Total for all sectors","All establishments","34","1,312,618","100.0","10% to less than 20%","10.7"
"United States","2017","2034850000","Manufacturing of agricultural and commercial pesticides and chemicals","00","Total for all sectors","All establishments","210","13,641,892","100.0","10% to less than 20%","1.0"
"United States","2017","2034875000","Manufacturing of lawn and garden pesticides and chemicals","00","Total for all sectors","All establishments","43","475,235","100.0","20% to less than 30%","14.7"
"United States","2017","2034900000","Manufacturing of household and institutional pesticides and chemicals","00","Total for all sectors","All establishments","72","777,737","100.0","30% to less than 40%","16.9"
"United States","2017","2034910000","Sales of plants, flowers, trees, and other nursery stock grown on site","00","Total for all sectors","All establishments","1,846","371,724","100.0","30% to less than 40%","6.8"
"United States","2017","2034925000","Manufacturing of metal studs, nonload and load-bearing (iron, steel, and aluminum)","00","Total for all sectors","All establishments","199","1,313,615","100.0","20% to less than 30%","10.8"
"United States","2017","2034950000","Manufacturing of fabricated steel plate pipe, penstocks, tunnel lining, stacks, and breeching","00","Total for all sectors","All establishments","128","284,525","100.0","10% to less than 20%","5.7"
"United States","2017","2034975000","Manufacturing of extruded aluminum and aluminum-alloy, rod, bar, and other extruded shapes","00","Total for all sectors","All establishments","233","8,696,282","100.0","Less than 10%","0.3"
"United States","2017","2035000000","Manufacturing of rolled aluminum rod and bar (including continuous cast)","00","Total for all sectors","All establishments","8","48,929","100.0","Less than 10%","1.8"
"United States","2017","2035025000","Manufacturing of fabricated structural iron and steel for industrial buildings, metal bar joists, short span (open web)","00","Total for all sectors","All establishments","645","3,100,702","100.0","20% to less than 30%","4.8"
"United States","2017","2035050000","Manufacturing of fabricated structural iron, steel, and aluminum for commercial, residential, institutional, and public buildings, including metal bar joists, long span, and metal concrete reinforcing bars","00","Total for all sectors","All establishments","1,421","10,474,561","100.0","20% to less than 30%","2.1"
"United States","2017","2035075000","Manufacturing of fabricated structural metal for bridges","00","Total for all sectors","All establishments","367","1,535,712","100.0","20% to less than 30%","6.1"
"United States","2017","2035100000","Manufacturing of fabricated structural iron and steel for construction, and fabricated structural metal and aluminum","00","Total for all sectors","All establishments","1,386","8,979,488","100.0","20% to less than 30%","2.5"
"United States","2017","2035125000","Manufacturing of weldments and fabricated steel plate for construction and mining","00","Total for all sectors","All establishments","1,438","1,409,298","100.0","20% to less than 30%","3.1"
"United States","2017","2035150000","Manufacturing of structural block, lightweight units (units made with concrete weighing less than 105 lb per cubic foot) (dry weight)","00","Total for all sectors","All establishments","238","514,954","100.0","10% to less than 20%","7.1"
"United States","2017","2035175000","Manufacturing of structural block, medium weight units (units made with concrete weighing at least 105 lb but less than 125 lb per cubic foot) (dry weight)","00","Total for all sectors","All establishments","131","217,816","100.0","20% to less than 30%","4.6"
"United States","2017","2035200000","Manufacturing of structural block, normal weight units (units made with concrete weighing at least 125 lb per cubic foot) (dry weight)","00","Total for all sectors","All establishments","254","545,935","100.0","10% to less than 20%","2.3"
"United States","2017","2035225000","Manufacturing of precast concrete slabs and tile, roof and floor units","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2035250000","Manufacturing of precast concrete architectural wall panels","00","Total for all sectors","All establishments","236","1,275,775","100.0","Less than 10%","2.4"
"United States","2017","2035275000","Manufacturing of precast concrete products, excluding burial vaults and boxes, concrete slabs and tile, and architectural wall panels","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2035300000","Manufacturing of prestressed concrete bridge beams","00","Total for all sectors","All establishments","99","520,108","100.0","Less than 10%","3.2"
"United States","2017","2035325000","Manufacturing of prestressed concrete solid and hollow cored slabs and panels","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2035350000","Manufacturing of prestressed concrete products, excluding bridge beams and solid and hollow-cored slabs and panels","00","Total for all sectors","All establishments","129","983,429","100.0","Less than 10%","0.9"
"United States","2017","2035375000","Manufacturing of softwood dressed lumber, less than 2 inches in nominal thickness, not edge worked","00","Total for all sectors","All establishments","370","1,561,235","100.0","20% to less than 30%","6.7"
"United States","2017","2035400000","Manufacturing of softwood dressed 2-inch lumber, 2 inches in nominal thickness only, not edge worked","00","Total for all sectors","All establishments","463","7,876,958","100.0","Less than 10%","2.1"
"United States","2017","2035425000","Manufacturing of softwood dressed lumber and timbers, more than 2 inches in nominal thickness, not edge worked","00","Total for all sectors","All establishments","363","1,494,162","100.0","10% to less than 20%","5.3"
"United States","2017","2035450000","Manufacturing of other wood products, treated","00","Total for all sectors","All establishments","203","1,875,646","100.0","10% to less than 20%","3.0"
"United States","2017","2035475000","Manufacturing of laminated veneer lumber","00","Total for all sectors","All establishments","114","739,048","100.0","Less than 10%","0.6"
"United States","2017","2035500000","Manufacturing of other engineered structural wood members, excluding trusses and laminated veneer lumber (including glued laminated timber, beams, wood I-joists, I-beams)","00","Total for all sectors","All establishments","234","1,202,426","100.0","Less than 10%","0.4"
"United States","2017","2035525000","Manufacturing of wood trusses (all types)","00","Total for all sectors","All establishments","861","5,768,725","100.0","10% to less than 20%","0.3"
"United States","2017","2035550000","Manufacturing of railway crossties, mine ties, switch ties, and bridge ties, treated","00","Total for all sectors","All establishments","33","673,475","100.0","Less than 10%","5.1"
"United States","2017","2035575000","Manufacturing of railway crossties and mine ties (untreated)","00","Total for all sectors","All establishments","449","225,273","100.0","30% to less than 40%","15.4"
"United States","2017","2035600000","Manufacturing of wood poles, piles, and posts, treated","00","Total for all sectors","All establishments","207","2,773,436","100.0","10% to less than 20%","2.1"
"United States","2017","2035625000","Manufacturing of plywood and sawn wood fence pickets, paling, and rails, treated","00","Total for all sectors","All establishments","79","247,595","100.0","10% to less than 20%","10.0"
"United States","2017","2035650000","Manufacturing of sawn wood fence pickets, posts, and rails not assembled into fence sections","00","Total for all sectors","All establishments","62","345,093","100.0","Less than 10%","4.2"
"United States","2017","2035675000","Manufacturing of wood fence pickets, posts, and rails assembled into fence sections","00","Total for all sectors","All establishments","89","131,202","100.0","40% to less than 50%","11.5"
"United States","2017","2035700000","Manufacturing of decorative block (including screen block, split block, slump block, shadowal block, etc.)","00","Total for all sectors","All establishments","279","963,716","100.0","10% to less than 20%","1.4"
"United States","2017","2035725000","Manufacturing of concrete pavers (including grid, interlocking, etc.)","00","Total for all sectors","All establishments","246","1,613,468","100.0","Less than 10%","1.3"
"United States","2017","2035750000","Manufacturing of concrete brick","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2035775000","Manufacturing of building or common brick","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2035800000","Manufacturing of glazed brick and other brick (paving, floor, and sewer)","00","Total for all sectors","All establishments","22","14,854 (s)","100.0","20% to less than 30%","56.9"
"United States","2017","2035900000","Manufacturing of monumental stone, dressed dimension granite (including gneiss, syenite, diorite, and cut granite)","00","Total for all sectors","All establishments","684","1,007,491","100.0","20% to less than 30%","3.1"
"United States","2017","2035925000","Manufacturing of building stone and other dressed dimension granite products, excluding monumental stone","00","Total for all sectors","All establishments","850","1,593,964","100.0","10% to less than 20%","2.0"
"United States","2017","2035950000","Manufacturing of dressed dimension limestone (including dolomite, travertine, calcareous, tufa, and cut limestone)","00","Total for all sectors","All establishments","349","372,909","100.0","10% to less than 20%","4.3"
"United States","2017","2035975000","Manufacturing of dressed dimension marble and other stone","00","Total for all sectors","All establishments","957","1,790,835","100.0","10% to less than 20%","1.9"
"United States","2017","2036000000","Manufacturing of clay floor and wall tile, glazed and unglazed (including ceramic mosaic tile)","00","Total for all sectors","All establishments","108","1,271,728","100.0","20% to less than 30%","8.2"
"United States","2017","2036025000","Manufacturing of carbon steel concrete reinforcing bars","00","Total for all sectors","All establishments","26","2,632,958","100.0","10% to less than 20%","6.2"
"United States","2017","2036030000","Manufacturing of wood sheathing products","00","Total for all sectors","All establishments","168","8,885,427","100.0","Less than 10%","0.9"
"United States","2017","2036050000","Manufacturing of roofing asphalt","00","Total for all sectors","All establishments","77","1,680,260","100.0","20% to less than 30%","4.7"
"United States","2017","2036075000","Manufacturing of fibrated and nonfibrated asphaltic roofing coatings","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036100000","Manufacturing of other roofing asphalts and pitches, coatings, and cements","00","Total for all sectors","All establishments","47","153,169","100.0","30% to less than 40%","20.1"
"United States","2017","2036125000","Manufacturing of asphalt smooth-surfaced roll roofing and cap sheets, organic and fiberglass base","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036150000","Manufacturing of asphalt mineral-surfaced roll roofing and cap sheets, organic and fiberglass base","00","Total for all sectors","All establishments","35","423,026","100.0","Less than 10%","12.4"
"United States","2017","2036175000","Manufacturing of asphalt strip shingles, organic base (excluding laminated), all weights","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036200000","Manufacturing of asphalt strip shingles, inorganic base (excluding laminated), 215 to 235 lb-sales sq","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036225000","Manufacturing of asphalt strip shingles, inorganic base (excluding laminated), all other weights","00","Total for all sectors","All establishments","26","428,420","100.0","Less than 10%","6.5"
"United States","2017","2036250000","Manufacturing of laminated or multilayered asphalt strip shingles, and individual shingles","00","Total for all sectors","All establishments","66","5,955,914","100.0","Less than 10%","0.8"
"United States","2017","2036275000","Manufacturing of other prepared asphalt and tar products for roofing and siding","00","Total for all sectors","All establishments","53","853,619","100.0","10% to less than 20%","7.0"
"United States","2017","2036300000","Manufacturing of building and construction reinforced and fiberglass plastics products, excluding piping","00","Total for all sectors","All establishments","196","1,079,857","100.0","40% to less than 50%","18.2"
"United States","2017","2036325000","Manufacturing of single-ply rubber membrane roofing","00","Total for all sectors","All establishments","19","966,310","100.0","Less than 10%","8.6"
"United States","2017","2036350000","Manufacturing of aluminum, steel, and other sheet metal roofing, all types, and roof drainage equipment (including eave troughs, etc.)","00","Total for all sectors","All establishments","489","2,537,295","100.0","20% to less than 30%","5.8"
"United States","2017","2036375000","Manufacturing of wood siding, shingles, and shakes","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036400000","Manufacturing of plastics siding and accessories (including soffit, fascia, and skirts) (excluding foam and reinforced plastics)","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036425000","Manufacturing of steel, aluminum and other sheet metal siding (including residential, commercial, industrial, farm buildings, etc.)","00","Total for all sectors","All establishments","352","1,125,182","100.0","10% to less than 20%","11.0"
"United States","2017","2036450000","Manufacturing of plastics corrugated and flat panels (excluding foam and reinforced plastics)","00","Total for all sectors","All establishments","58","413,452","100.0","Less than 10%","22.3"
"United States","2017","2036475000","Manufacturing of building and construction polystyrene foam products","00","Total for all sectors","All establishments","168","1,687,947","100.0","10% to less than 20%","4.4"
"United States","2017","2036500000","Manufacturing of building and construction polyurethane foam products","00","Total for all sectors","All establishments","D","D","D","D","D"
